index,atom1,atom2,r,hf,ccsdt,difference
21,S,O,2.749153,-472.300884,-472.790352,0.489468
22,S,O,2.861017,-472.297357,-472.794854,0.497497
23,S,O,2.972881,-472.287445,-472.793434,0.505989
24,S,O,3.084746,-472.273146,-472.788059,0.514912
25,S,O,3.19661,-472.255928,-472.780156,0.524228
26,S,O,3.308475,-472.236862,-472.770755,0.533893
27,S,O,3.420339,-472.216729,-472.760598,0.54387
28,S,O,3.532203,-472.196106,-472.750247,0.55414
0,S,F,0.4,-384.339269,-384.775094,0.435825
1,S,F,0.511864,-429.729712,-430.152759,0.423046
2,S,F,0.623729,-454.290262,-454.709403,0.41914
3,S,F,0.735593,-468.368334,-468.791264,0.42293
4,S,F,0.847458,-476.689929,-477.132857,0.442928
5,S,F,0.959322,-482.081246,-482.533922,0.452676
6,S,F,1.071186,-485.814155,-486.279805,0.46565
7,S,F,1.183051,-488.881873,-489.332707,0.450834
8,S,F,1.294915,-491.201811,-491.640847,0.439036
9,S,F,1.40678,-492.878418,-493.313356,0.434938
10,S,F,1.518644,-494.070501,-494.505268,0.434767
11,S,F,1.630508,-494.915756,-495.352258,0.436502
12,S,F,1.742373,-495.516495,-495.955703,0.439208
13,S,F,1.854237,-495.94486,-496.387247,0.442387
14,S,F,1.966102,-496.250819,-496.696553,0.445734
15,S,F,2.077966,-496.469076,-496.918133,0.449057
16,S,F,2.189831,-496.624052,-497.076305,0.452253
17,S,F,2.301695,-496.733159,-497.188447,0.455288
18,S,F,2.413559,-496.808914,-497.267086,0.458172
19,S,F,2.525424,-496.860363,-497.321294,0.460931
20,S,F,2.637288,-496.894074,-497.357673,0.463599
21,S,F,2.749153,-496.914848,-497.381054,0.466207
22,S,F,2.861017,-496.926207,-497.394989,0.468782
23,S,F,2.972881,-496.930747,-497.402097,0.47135
24,S,F,3.084746,-496.930369,-497.404307,0.473938
25,S,F,3.19661,-496.92646,-497.40303,0.47657
0,S,Na,0.4,-425.272739,-425.643311,0.370572
1,S,Na,0.511864,-479.194056,-479.56637,0.372314
2,S,Na,0.623729,-507.646737,-508.024687,0.377949
3,S,Na,0.735593,-523.596786,-523.987956,0.39117
0,S,Mg,0.4,-452.919305,-453.31247,0.393166
1,S,Mg,0.511864,-510.756335,-511.146022,0.389687
2,S,Mg,0.623729,-540.961829,-541.361425,0.399596
3,S,Mg,0.735593,-557.843521,-558.262845,0.419324
4,S,Mg,0.847458,-568.327432,-568.80454,0.477108
5,S,Mg,0.959322,-576.639626,-577.075797,0.436172
6,S,Mg,1.071186,-582.565065,-582.993685,0.428621
7,S,Mg,1.183051,-586.596015,-587.022782,0.426766
8,S,Mg,1.294915,-589.353055,-589.779247,0.426192
9,S,Mg,1.40678,-591.269386,-591.695571,0.426185
10,S,Mg,1.518644,-592.630517,-593.057108,0.426591
11,S,Mg,1.630508,-593.619267,-594.046527,0.427261
12,S,Mg,1.742373,-594.352168,-594.780233,0.428065
13,S,Mg,1.854237,-594.905559,-595.334516,0.428957
14,S,Mg,1.966102,-595.331505,-595.761464,0.429959
15,S,Mg,2.077966,-595.66647,-596.097556,0.431086
16,S,Mg,2.189831,-595.935985,-596.368243,0.432258
17,S,Mg,2.301695,-596.15747,-596.590704,0.433234
18,S,Mg,2.413559,-596.342283,-596.775992,0.43371
19,S,Mg,2.525424,-596.497534,-596.93105,0.433516
20,S,Mg,2.637288,-596.627723,-597.060468,0.432744
21,S,Mg,2.749153,-596.736036,-597.167699,0.431663
22,S,Mg,2.861017,-596.825131,-597.25569,0.430559
23,S,Mg,2.972881,-596.897477,-597.327111,0.429634
24,S,Mg,3.084746,-596.955417,-597.384413,0.428996
25,S,Mg,3.19661,-597.001129,-597.429807,0.428678
26,S,Mg,3.308475,-597.036579,-597.465247,0.428668
27,S,Mg,3.420339,-597.063499,-597.49243,0.428931
28,S,Mg,3.532203,-597.083388,-597.512809,0.429422
29,S,Mg,3.644068,-597.097527,-597.527616,0.430089
30,S,Mg,3.755932,-597.107004,-597.537886,0.430883
31,S,Mg,3.867797,-597.112737,-597.544489,0.431752
32,S,Mg,3.979661,-597.1155,-597.548148,0.432648
33,S,Mg,4.091525,-597.115945,-597.549466,0.433521
34,S,Mg,4.20339,-597.114616,-597.548942,0.434326
35,S,Mg,4.315254,-597.111967,-597.546991,0.435024
36,S,Mg,4.427119,-597.108373,-597.543955,0.435582
37,S,Mg,4.538983,-597.10414,-597.540117,0.435977
38,S,Mg,4.650847,-597.099512,-597.535706,0.436194
39,S,Mg,4.762712,-597.094682,-597.530908,0.436226
40,S,Mg,4.874576,-597.089795,-597.525868,0.436073
41,S,Mg,4.986441,-597.084961,-597.520697,0.435736
42,S,Mg,5.098305,-597.080257,-597.51548,0.435223
43,S,Mg,5.210169,-597.075737,-597.510281,0.434544
44,S,Mg,5.322034,-597.071434,-597.505146,0.433712
45,S,Mg,5.433898,-597.06737,-597.500111,0.432741
46,S,Mg,5.545763,-597.063553,-597.495203,0.43165
47,S,Mg,5.657627,-597.059985,-597.490443,0.430459
48,S,Mg,5.769492,-597.056662,-597.485848,0.429187
49,S,Mg,5.881356,-597.053577,-597.481432,0.427856
50,S,Mg,5.99322,-597.05072,-597.477208,0.426488
51,S,Mg,6.105085,-597.04808,-597.473186,0.425106
52,S,Mg,6.216949,-597.045645,-597.469377,0.423732
53,S,Mg,6.328814,-597.043404,-597.465789,0.422385
54,S,Mg,6.440678,-597.041344,-597.462432,0.421088
55,S,Mg,6.552542,-597.039454,-597.459311,0.419856
56,S,Mg,6.664407,-597.037723,-597.45643,0.418706
57,S,Mg,6.776271,-597.03614,-597.453791,0.417651
58,S,Mg,6.888136,-597.034694,-597.451392,0.416698
59,S,Mg,7,-597.033377,-597.44923,0.415854
0,S,Al,0.4,-485.202373,-485.624976,0.422603
1,S,Al,0.511864,-546.59848,-547.009991,0.411511
2,S,Al,0.623729,-578.407116,-578.822666,0.41555
3,S,Al,0.735593,-596.151926,-596.596441,0.444515
4,S,Al,0.847458,-608.559475,-609.024304,0.464829
5,S,Al,0.959322,-617.850761,-618.293711,0.44295
6,S,Al,1.071186,-624.07431,-624.511982,0.437673
7,S,Al,1.183051,-628.246755,-628.6827,0.435945
8,S,Al,1.294915,-631.083917,-631.518825,0.434908
9,S,Al,1.40678,-633.058444,-633.49233,0.433886
10,S,Al,1.518644,-634.4733,-634.906321,0.433021
11,S,Al,1.630508,-635.51826,-635.950817,0.432557
12,S,Al,1.742373,-636.311591,-636.744166,0.432574
13,S,Al,1.854237,-636.92885,-637.361808,0.432958
14,S,Al,1.966102,-637.420386,-637.853823,0.433437
15,S,Al,2.077966,-637.820265,-638.253942,0.433678
16,S,Al,2.189831,-638.150705,-638.584128,0.433422
17,S,Al,2.301695,-638.425429,-638.858088,0.432659
18,S,Al,2.413559,-638.653044,-639.084664,0.43162
19,S,Al,2.525424,-638.839815,-639.270425,0.43061
20,S,Al,2.637288,-638.99119,-639.421034,0.429844
21,S,Al,2.749153,-639.112273,-639.541691,0.429418
22,S,Al,2.861017,-639.207807,-639.637152,0.429345
23,S,Al,2.972881,-639.282065,-639.711658,0.429593
24,S,Al,3.084746,-639.338786,-639.768906,0.43012
25,S,Al,3.19661,-639.381176,-639.812058,0.430882
26,S,Al,3.308475,-639.411943,-639.843785,0.431842
27,S,Al,3.420339,-639.433361,-639.866323,0.432962
28,S,Al,3.532203,-639.447328,-639.881528,0.4342
29,S,Al,3.644068,-639.45544,-639.890936,0.435496
30,S,Al,3.755932,-639.459053,-639.895803,0.436749
31,S,Al,3.867797,-639.459351,-639.897154,0.437803
32,S,Al,3.979661,-639.457381,-639.895822,0.438441
33,S,Al,4.091525,-639.454032,-639.892509,0.438477
34,S,Al,4.20339,-639.449934,-639.887815,0.437881
35,S,Al,4.315254,-639.445439,-639.88222,0.436781
36,S,Al,4.427119,-639.440717,-639.876077,0.43536
37,S,Al,4.538983,-639.435857,-639.869643,0.433786
38,S,Al,4.650847,-639.430922,-639.863108,0.432185
39,S,Al,4.762712,-639.425962,-639.856607,0.430645
40,S,Al,4.874576,-639.421018,-639.850234,0.429216
41,S,Al,4.986441,-639.416124,-639.844049,0.427925
42,S,Al,5.098305,-639.411308,-639.838088,0.42678
43,S,Al,5.210169,-639.406591,-639.83237,0.425779
44,S,Al,5.322034,-639.401989,-639.826899,0.42491
45,S,Al,5.433898,-639.397512,-639.821675,0.424162
46,S,Al,5.545763,-639.393168,-639.816689,0.423521
47,S,Al,5.657627,-639.38896,-639.811934,0.422973
48,S,Al,5.769492,-639.384891,-639.807398,0.422507
49,S,Al,5.881356,-639.380958,-639.803071,0.422113
50,S,Al,5.99322,-639.377162,-639.798944,0.421782
51,S,Al,6.105085,-639.373498,-639.795007,0.421509
52,S,Al,6.216949,-639.369964,-639.791256,0.421292
53,S,Al,6.328814,-639.366554,-639.787683,0.421128
54,S,Al,6.440678,-639.363267,-639.784287,0.42102
55,S,Al,6.552542,-639.360096,-639.781067,0.420971
56,S,Al,6.664407,-639.357037,-639.778027,0.42099
57,S,Al,6.776271,-639.354087,-639.775175,0.421088
58,S,Al,6.888136,-639.351241,-639.772526,0.421285
59,S,Al,7,-639.348496,-639.770104,0.421608
0,S,Si,0.4,-521.938801,-522.498289,0.559488
1,S,Si,0.511864,-586.808239,-587.329714,0.521475
2,S,Si,0.623729,-620.102541,-620.531537,0.428996
3,S,Si,0.735593,-639.262647,-639.833671,0.571025
4,S,Si,0.847458,-654.095844,-654.570998,0.475154
5,S,Si,0.959322,-663.883694,-664.349654,0.46596
6,S,Si,1.071186,-670.288757,-670.75131,0.462553
7,S,Si,1.183051,-674.545178,-675.005466,0.460288
8,S,Si,1.294915,-677.446324,-677.90475,0.458426
9,S,Si,1.40678,-679.490035,-679.947062,0.457027
10,S,Si,1.518644,-680.983458,-681.439937,0.45648
11,S,Si,1.630508,-682.112666,-682.5696,0.456934
12,S,Si,1.742373,-682.991678,-683.449828,0.45815
13,S,Si,1.854237,-683.693742,-684.153472,0.45973
14,S,Si,1.966102,-684.266314,-684.727574,0.46126
15,S,Si,2.077966,-684.738374,-685.200786,0.462411
16,S,Si,2.189831,-685.127141,-685.590242,0.463101
17,S,Si,2.301695,-685.444295,-685.907782,0.463487
18,S,Si,2.413559,-685.699697,-686.16348,0.463784
19,S,Si,2.525424,-685.902588,-686.366733,0.464145
20,S,Si,2.637288,-686.0616,-686.526248,0.464648
21,S,Si,2.749153,-686.184497,-686.649818,0.465321
22,S,Si,2.861017,-686.278016,-686.744187,0.466171
23,S,Si,2.972881,-686.347848,-686.815051,0.467203
24,S,Si,3.084746,-686.398711,-686.86713,0.468418
25,S,Si,3.19661,-686.434471,-686.904291,0.469819
26,S,Si,3.308475,-686.458269,-686.929678,0.471409
27,S,Si,3.420339,-686.472645,-686.945836,0.473191
28,S,Si,3.532203,-686.479648,-686.954815,0.475167
29,S,Si,3.644068,-686.480926,-686.958265,0.477339
30,S,Si,3.755932,-686.477802,-686.957507,0.479705
31,S,Si,3.867797,-686.471336,-686.953599,0.482263
32,S,Si,3.979661,-686.462371,-686.947377,0.485007
33,S,Si,4.091525,-686.45158,-686.939507,0.487927
34,S,Si,4.20339,-686.439496,-686.930509,0.491013
35,S,Si,4.315254,-686.426541,-686.92079,0.494249
36,S,Si,4.427119,-686.413049,-686.910667,0.497617
37,S,Si,4.538983,-686.399289,-686.900388,0.501099
38,S,Si,4.650847,-686.385477,-686.890153,0.504676
39,S,Si,4.762712,-686.371795,-686.880127,0.508332
40,S,Si,4.874576,-686.358402,-686.870466,0.512064
41,S,Si,4.986441,-686.345447,-686.861344,0.515897
42,S,Si,5.098305,-686.333077,-686.852986,0.519909
43,S,Si,5.210169,-686.321437,-686.845706,0.524269
44,S,Si,5.322034,-686.310653,-686.839897,0.529244
45,S,Si,5.433898,-686.300807,-686.835952,0.535145
46,S,Si,5.545763,-686.291915,-686.834176,0.542261
47,S,Si,5.657627,-686.283934,-686.834771,0.550837
48,S,Si,5.769492,-686.276783,-686.837879,0.561096
49,S,Si,5.881356,-686.270368,-686.843602,0.573234
50,S,Si,5.99322,-686.264598,-686.85197,0.587372
0,Cl,H,0.4,-445.486406,-445.700055,0.213649
1,Cl,H,0.511864,-450.744966,-450.959718,0.214752
2,Cl,H,0.623729,-453.680043,-453.893995,0.213952
3,Cl,H,0.735593,-455.558895,-455.770757,0.211861
4,Cl,H,0.847458,-456.856126,-457.065689,0.209563
5,Cl,H,0.959322,-457.779666,-457.98744,0.207774
6,Cl,H,1.071186,-458.445085,-458.651583,0.206498
7,Cl,H,1.183051,-458.926647,-459.132179,0.205531
8,Cl,H,1.294915,-459.27522,-459.479982,0.204761
9,Cl,H,1.40678,-459.526866,-459.731039,0.204173
10,Cl,H,1.518644,-459.707643,-459.911422,0.203779
11,Cl,H,1.630508,-459.836532,-460.040118,0.203586
12,Cl,H,1.742373,-459.927381,-460.130977,0.203596
13,Cl,H,1.854237,-459.990305,-460.194115,0.20381
14,Cl,H,1.966102,-460.032703,-460.236933,0.20423
15,Cl,H,2.077966,-460.060001,-460.264861,0.20486
16,Cl,H,2.189831,-460.076186,-460.28189,0.205704
17,Cl,H,2.301695,-460.0842,-460.290965,0.206764
18,Cl,H,2.413559,-460.086221,-460.29426,0.208039
19,Cl,H,2.525424,-460.083866,-460.293393,0.209527
20,Cl,H,2.637288,-460.078346,-460.289568,0.211222
21,Cl,H,2.749153,-460.070567,-460.283685,0.213118
22,Cl,H,2.861017,-460.061216,-460.276423,0.215207
23,Cl,H,2.972881,-460.050808,-460.268292,0.217483
24,Cl,H,3.084746,-460.039739,-460.259678,0.219939
25,Cl,H,3.19661,-460.028304,-460.250874,0.22257
26,Cl,H,3.308475,-460.01673,-460.242102,0.225372
27,Cl,H,3.420339,-460.005185,-460.233529,0.228343
28,Cl,H,3.532203,-459.993795,-460.225279,0.231484
29,Cl,H,3.644068,-459.98265,-460.217444,0.234794
30,Cl,H,3.755932,-459.971814,-460.210091,0.238277
31,Cl,H,3.867797,-459.961332,-460.203265,0.241934
32,Cl,H,3.979661,-459.951229,-460.196994,0.245765
33,Cl,H,4.091525,-459.941521,-460.191292,0.24977
34,Cl,H,4.20339,-459.932214,-460.186161,0.253947
35,Cl,H,4.315254,-459.923306,-460.181595,0.258288
36,Cl,H,4.427119,-459.914791,-460.177578,0.262786
37,Cl,H,4.538983,-459.90666,-460.174088,0.267428
38,Cl,H,4.650847,-459.8989,-460.171098,0.272198
39,Cl,H,4.762712,-459.891498,-460.168577,0.277079
40,Cl,H,4.874576,-459.884441,-460.166491,0.28205
41,Cl,H,4.986441,-459.877714,-460.164803,0.287088
42,Cl,H,5.098305,-459.871305,-460.163475,0.292171
43,Cl,H,5.210169,-459.865198,-460.162471,0.297273
44,Cl,H,5.322034,-459.859383,-460.161753,0.302371
45,Cl,H,5.433898,-459.853845,-460.161286,0.307441
46,Cl,H,5.545763,-459.848572,-460.161034,0.312462
47,Cl,H,5.657627,-459.843555,-460.160968,0.317413
48,Cl,H,5.769492,-459.83878,-460.161057,0.322276
49,Cl,H,5.881356,-459.834238,-460.161274,0.327036
50,Cl,H,5.99322,-459.829918,-460.161595,0.331677
51,Cl,H,6.105085,-459.82581,-460.162,0.336189
52,Cl,H,6.216949,-459.821905,-460.162468,0.340563
53,Cl,H,6.328814,-459.818192,-460.162985,0.344793
54,Cl,H,6.440678,-459.814663,-460.163535,0.348872
55,Cl,H,6.552542,-459.811308,-460.164106,0.352798
56,Cl,H,6.664407,-459.808119,-460.16469,0.35657
0,Cl,Li,0.4,-422.11677,-422.383242,0.266472
1,Cl,Li,0.511864,-438.373955,-438.634751,0.260796
2,Cl,Li,0.623729,-448.055193,-448.304363,0.249169
3,Cl,Li,0.735593,-454.125385,-454.36594,0.240555
4,Cl,Li,0.847458,-458.009939,-458.246299,0.23636
5,Cl,Li,0.959322,-460.551246,-460.7869,0.235654
6,Cl,Li,1.071186,-462.246906,-462.483772,0.236866
7,Cl,Li,1.183051,-463.399516,-463.638318,0.238802
8,Cl,Li,1.294915,-464.19897,-464.439658,0.240687
9,Cl,Li,1.40678,-464.76787,-465.009661,0.241792
10,Cl,Li,1.518644,-465.188298,-465.429359,0.241062
11,Cl,Li,1.630508,-465.516579,-465.754359,0.23778
12,Cl,Li,1.742373,-465.788463,-466.023303,0.23484
13,Cl,Li,1.854237,-466.020572,-466.255773,0.235201
14,Cl,Li,1.966102,-466.218217,-466.454562,0.236345
15,Cl,Li,2.077966,-466.384357,-466.621148,0.236791
16,Cl,Li,2.189831,-466.522216,-466.758762,0.236545
17,Cl,Li,2.301695,-466.635292,-466.871158,0.235866
18,Cl,Li,2.413559,-466.727097,-466.962058,0.234961
19,Cl,Li,2.525424,-466.800948,-467.034913,0.233965
20,Cl,Li,2.637288,-466.859841,-467.092796,0.232956
21,Cl,Li,2.749153,-466.906399,-467.138373,0.231975
22,Cl,Li,2.861017,-466.942862,-467.173907,0.231045
23,Cl,Li,2.972881,-466.971116,-467.201292,0.230175
24,Cl,Li,3.084746,-466.992727,-467.222099,0.229372
25,Cl,Li,3.19661,-467.00898,-467.237618,0.228637
26,Cl,Li,3.308475,-467.020929,-467.248898,0.227969
27,Cl,Li,3.420339,-467.029428,-467.256793,0.227365
28,Cl,Li,3.532203,-467.035169,-467.26199,0.226821
29,Cl,Li,3.644068,-467.03871,-467.26504,0.22633
30,Cl,Li,3.755932,-467.040501,-467.266387,0.225886
31,Cl,Li,3.867797,-467.040906,-467.266386,0.22548
32,Cl,Li,3.979661,-467.040216,-467.265323,0.225107
33,Cl,Li,4.091525,-467.038667,-467.263427,0.22476
34,Cl,Li,4.20339,-467.036448,-467.260883,0.224435
35,Cl,Li,4.315254,-467.033712,-467.257839,0.224127
36,Cl,Li,4.427119,-467.030583,-467.254417,0.223835
37,Cl,Li,4.538983,-467.02716,-467.250715,0.223555
38,Cl,Li,4.650847,-467.023525,-467.246813,0.223287
39,Cl,Li,4.762712,-467.019744,-467.242774,0.22303
40,Cl,Li,4.874576,-467.015868,-467.238651,0.222784
41,Cl,Li,4.986441,-467.011941,-467.234488,0.222546
42,Cl,Li,5.098305,-467.007998,-467.230317,0.222318
43,Cl,Li,5.210169,-467.004067,-467.226166,0.222099
44,Cl,Li,5.322034,-467.00017,-467.222058,0.221888
45,Cl,Li,5.433898,-466.996323,-467.218008,0.221684
46,Cl,Li,5.545763,-466.992541,-467.21403,0.221488
47,Cl,Li,5.657627,-466.988834,-467.210132,0.221298
48,Cl,Li,5.769492,-466.985208,-467.206322,0.221115
49,Cl,Li,5.881356,-466.981668,-467.202605,0.220936
50,Cl,Li,5.99322,-466.978218,-467.198981,0.220763
51,Cl,Li,6.105085,-466.974859,-467.195453,0.220594
52,Cl,Li,6.216949,-466.971591,-467.192019,0.220429
53,Cl,Li,6.328814,-466.968414,-467.188681,0.220267
54,Cl,Li,6.440678,-466.965327,-467.185434,0.220107
55,Cl,Li,6.552542,-466.962328,-467.182278,0.219951
56,Cl,Li,6.664407,-466.959415,-467.179211,0.219796
57,Cl,Li,6.776271,-466.956586,-467.17623,0.219644
58,Cl,Li,6.888136,-466.95384,-467.173333,0.219492
59,Cl,Li,7,-466.951174,-467.170517,0.219343
0,Cl,B,0.4,-411.689596,-412.024783,0.335188
1,Cl,B,0.511864,-439.368251,-439.666893,0.298642
2,Cl,B,0.623729,-455.209747,-455.523519,0.313773
3,Cl,B,0.735593,-464.648278,-464.956307,0.308029
4,Cl,B,0.847458,-470.453088,-470.755874,0.302787
5,Cl,B,0.959322,-474.155507,-474.455727,0.30022
6,Cl,B,1.071186,-476.621902,-476.92242,0.300519
7,Cl,B,1.183051,-478.35769,-478.66096,0.303271
8,Cl,B,1.294915,-479.654788,-479.96205,0.307263
9,Cl,B,1.40678,-480.670376,-480.980832,0.310456
10,Cl,B,1.518644,-481.481011,-481.792806,0.311795
11,Cl,B,1.630508,-482.125631,-482.437322,0.311691
12,Cl,B,1.742373,-482.63136,-482.942279,0.310919
13,Cl,B,1.854237,-483.022537,-483.332523,0.309987
14,Cl,B,1.966102,-483.321571,-483.630691,0.309119
15,Cl,B,2.077966,-483.548023,-483.856409,0.308386
16,Cl,B,2.189831,-483.718112,-484.0259,0.307788
17,Cl,B,2.301695,-483.844824,-484.152133,0.307309
18,Cl,B,2.413559,-483.938336,-484.245264,0.306928
19,Cl,B,2.525424,-484.006521,-484.313148,0.306626
20,Cl,B,2.637288,-484.055431,-484.361817,0.306386
21,Cl,B,2.749153,-484.089697,-484.39589,0.306193
22,Cl,B,2.861017,-484.112863,-484.418896,0.306032
23,Cl,B,2.972881,-484.127643,-484.433534,0.305891
24,Cl,B,3.084746,-484.136115,-484.441872,0.305757
25,Cl,B,3.19661,-484.139876,-484.445495,0.305619
26,Cl,B,3.308475,-484.140149,-484.44562,0.305471
27,Cl,B,3.420339,-484.137873,-484.443179,0.305305
28,Cl,B,3.532203,-484.133763,-484.438883,0.305119
29,Cl,B,3.644068,-484.128362,-484.433274,0.304912
30,Cl,B,3.755932,-484.122076,-484.426762,0.304686
31,Cl,B,3.867797,-484.11521,-484.419654,0.304443
32,Cl,B,3.979661,-484.10799,-484.41218,0.30419
33,Cl,B,4.091525,-484.100579,-484.404511,0.303932
34,Cl,B,4.20339,-484.093099,-484.396777,0.303677
35,Cl,B,4.315254,-484.08564,-484.389072,0.303432
36,Cl,B,4.427119,-484.078267,-484.38147,0.303203
37,Cl,B,4.538983,-484.071028,-484.374026,0.302998
38,Cl,B,4.650847,-484.063962,-484.366783,0.302821
39,Cl,B,4.762712,-484.057093,-484.359773,0.30268
40,Cl,B,4.874576,-484.05044,-484.353018,0.302578
41,Cl,B,4.986441,-484.044013,-484.346533,0.30252
42,Cl,B,5.098305,-484.037816,-484.340326,0.30251
43,Cl,B,5.210169,-484.03185,-484.334402,0.302552
44,Cl,B,5.322034,-484.026109,-484.328759,0.30265
45,Cl,B,5.433898,-484.020586,-484.323394,0.302808
46,Cl,B,5.545763,-484.015273,-484.318305,0.303032
47,Cl,B,5.657627,-484.01016,-484.313487,0.303327
48,Cl,B,5.769492,-484.005237,-484.308939,0.303703
49,Cl,B,5.881356,-484.000494,-484.304662,0.304168
50,Cl,B,5.99322,-483.995923,-484.300658,0.304734
51,Cl,B,6.105085,-483.991517,-484.296933,0.305416
52,Cl,B,6.216949,-483.987268,-484.2935,0.306231
53,Cl,B,6.328814,-483.983171,-484.290372,0.307202
54,Cl,B,6.440678,-483.979218,-484.287571,0.308353
55,Cl,B,6.552542,-483.975405,-484.285121,0.309716
56,Cl,B,6.664407,-483.971728,-484.283056,0.311328
57,Cl,B,6.776271,-483.968181,-484.281416,0.313235
58,Cl,B,6.888136,-483.96476,-484.280249,0.315489
59,Cl,B,7,-483.961462,-484.279612,0.318151
0,Cl,C,0.4,-411.935531,-412.265557,0.330026
1,Cl,C,0.511864,-445.541285,-445.849177,0.307892
2,Cl,C,0.623729,-464.284186,-464.58012,0.295934
3,Cl,C,0.735593,-475.164024,-475.456233,0.292209
4,Cl,C,0.847458,-481.732729,-482.026894,0.294165
5,Cl,C,0.959322,-485.874632,-486.174004,0.299372
6,Cl,C,1.071186,-488.545142,-488.866301,0.321159
7,Cl,C,1.183051,-490.613532,-490.937365,0.323833
8,Cl,C,1.294915,-492.207497,-492.536,0.328503
9,Cl,C,1.40678,-493.462813,-493.79255,0.329737
10,Cl,C,1.518644,-494.439983,-494.769485,0.329502
11,Cl,C,1.630508,-495.186008,-495.515438,0.32943
12,Cl,C,1.742373,-495.746921,-496.076804,0.329883
13,Cl,C,1.854237,-496.164358,-496.495062,0.330704
14,Cl,C,1.966102,-496.472845,-496.804491,0.331646
15,Cl,C,2.077966,-496.69953,-497.032046,0.332516
16,Cl,C,2.189831,-496.86514,-497.19834,0.3332
17,Cl,C,2.301695,-496.985257,-497.318912,0.333654
18,Cl,C,2.413559,-497.071519,-497.405405,0.333885
19,Cl,C,2.525424,-497.132596,-497.466523,0.333927
20,Cl,C,2.637288,-497.174953,-497.508779,0.333826
21,Cl,C,2.749153,-497.203417,-497.537048,0.333631
22,Cl,C,2.861017,-497.221595,-497.554978,0.333383
23,Cl,C,2.972881,-497.232183,-497.565302,0.333119
24,Cl,C,3.084746,-497.237196,-497.57006,0.332863
25,Cl,C,3.19661,-497.238135,-497.570772,0.332636
26,Cl,C,3.308475,-497.236117,-497.56857,0.332453
27,Cl,C,3.420339,-497.231971,-497.564293,0.332322
28,Cl,C,3.532203,-497.226314,-497.558565,0.332252
29,Cl,C,3.644068,-497.21961,-497.551853,0.332242
30,Cl,C,3.755932,-497.212219,-497.544499,0.33228
31,Cl,C,3.867797,-497.20445,-497.536751,0.332301
32,Cl,C,3.979661,-497.196713,-497.528705,0.331992
0,Cl,N,0.4,-416.392979,-416.753762,0.360783
1,Cl,N,0.511864,-455.616692,-455.960704,0.344012
2,Cl,N,0.623729,-476.979457,-477.31447,0.335013
3,Cl,N,0.735593,-489.149052,-489.481092,0.332039
4,Cl,N,0.847458,-496.423228,-496.756907,0.333679
5,Cl,N,0.959322,-501.012208,-501.35153,0.339322
6,Cl,N,1.071186,-504.051942,-504.414299,0.362357
7,Cl,N,1.183051,-506.515263,-506.881055,0.365792
8,Cl,N,1.294915,-508.433738,-508.798044,0.364305
9,Cl,N,1.40678,-509.902832,-510.264903,0.362071
10,Cl,N,1.518644,-510.999462,-511.361133,0.361671
11,Cl,N,1.630508,-511.804553,-512.167485,0.362932
12,Cl,N,1.742373,-512.389741,-512.755002,0.365261
13,Cl,N,1.854237,-512.812116,-513.180289,0.368173
14,Cl,N,1.966102,-513.115108,-513.486409,0.371302
15,Cl,N,2.077966,-513.331057,-513.705433,0.374376
16,Cl,N,2.189831,-513.483787,-513.860995,0.377208
17,Cl,N,2.301695,-513.590725,-513.970419,0.379694
18,Cl,N,2.413559,-513.664569,-514.046369,0.3818
19,Cl,N,2.525424,-513.714534,-514.098084,0.383551
20,Cl,N,2.637288,-513.747289,-514.132295,0.385005
21,Cl,N,2.749153,-513.767649,-514.153887,0.386238
22,Cl,N,2.861017,-513.77908,-514.166404,0.387324
23,Cl,N,2.972881,-513.784075,-514.216791,0.432716
24,Cl,N,3.084746,-513.784434,-514.220138,0.435705
25,Cl,N,3.19661,-513.781458,-514.171758,0.3903
26,Cl,N,3.308475,-513.776097,-514.167438,0.391341
27,Cl,N,3.420339,-513.769049,-514.161509,0.39246
28,Cl,N,3.532203,-513.760832,-514.2089,0.448068
29,Cl,N,3.644068,-513.751831,-514.14688,0.395048
30,Cl,N,3.755932,-513.742336,-514.138919,0.396582
31,Cl,N,3.867797,-513.732563,-514.19177,0.459207
32,Cl,N,3.979661,-513.722672,-514.122995,0.400323
33,Cl,N,4.091525,-513.712783,-514.115399,0.402616
34,Cl,N,4.20339,-513.702985,-514.108231,0.405246
35,Cl,N,4.315254,-513.693345,-514.172703,0.479358
36,Cl,N,4.427119,-513.68391,-514.095558,0.411648
37,Cl,N,4.538983,-513.674717,-514.167255,0.492537
38,Cl,N,4.650847,-513.665793,-514.165813,0.50002
39,Cl,N,4.762712,-513.657155,-514.081382,0.424227
40,Cl,N,4.874576,-513.648817,-514.077969,0.429153
0,Cl,O,0.4,-424.853404,-425.198701,0.345298
1,Cl,O,0.511864,-469.478604,-469.819727,0.341123
2,Cl,O,0.623729,-493.462427,-493.804205,0.341778
3,Cl,O,0.735593,-506.923588,-507.270871,0.347282
4,Cl,O,0.847458,-514.905676,-515.266406,0.36073
5,Cl,O,0.959322,-519.890419,-520.268909,0.37849
6,Cl,O,1.071186,-523.636428,-524.019164,0.382737
7,Cl,O,1.183051,-526.521211,-526.898551,0.37734
8,Cl,O,1.294915,-528.714613,-529.085368,0.370755
9,Cl,O,1.40678,-530.325348,-530.693842,0.368494
