index,atom1,atom2,r,hf,ccsdt,difference
34,Mg,O,4.20339,-274.324573,-274.756694,0.432121
35,Mg,O,4.315254,-274.320663,-274.750385,0.429722
36,Mg,O,4.427119,-274.317038,-274.743954,0.426916
37,Mg,O,4.538983,-274.313705,-274.737429,0.423724
38,Mg,O,4.650847,-274.310657,-274.730828,0.420171
39,Mg,O,4.762712,-274.307883,-274.724167,0.416284
40,Mg,O,4.874576,-274.305368,-274.717464,0.412096
41,Mg,O,4.986441,-274.303092,-274.710743,0.407651
42,Mg,O,5.098305,-274.301039,-274.700172,0.399133
43,Mg,O,5.210169,-274.275176,-274.701048,0.425872
44,Mg,O,5.322034,-274.27622,-274.701828,0.425608
45,Mg,O,5.433898,-274.277162,-274.634911,0.357749
46,Mg,O,5.545763,-274.278012,-274.635058,0.357046
47,Mg,O,5.657627,-274.278778,-274.635278,0.3565
48,Mg,O,5.769492,-274.279468,-274.635531,0.356063
49,Mg,O,5.881356,-274.280088,-274.635792,0.355704
50,Mg,O,5.99322,-274.280644,-274.70504,0.424396
51,Mg,O,6.105085,-274.281143,-274.636294,0.355151
52,Mg,O,6.216949,-274.281589,-274.636522,0.354933
53,Mg,O,6.328814,-274.281987,-274.636731,0.354743
54,Mg,O,6.440678,-274.282342,-274.7062,0.423858
55,Mg,O,6.552542,-274.282657,-274.637089,0.354432
56,Mg,O,6.664407,-274.282936,-274.637239,0.354303
57,Mg,O,6.776271,-274.283182,-274.63737,0.354188
58,Mg,O,6.888136,-274.283399,-274.637485,0.354085
59,Mg,O,7,-274.28359,-274.637584,0.353994
0,Mg,Mg,0.4,-285.5374,-285.828465,0.291065
1,Mg,Mg,0.511864,-331.442933,-331.725526,0.282593
2,Mg,Mg,0.623729,-356.047845,-356.334841,0.286996
3,Mg,Mg,0.735593,-370.048346,-370.344143,0.295797
4,Mg,Mg,0.847458,-378.389903,-378.69651,0.306607
5,Mg,Mg,0.959322,-383.543611,-383.862331,0.31872
6,Mg,Mg,1.071186,-386.836378,-387.168873,0.332496
7,Mg,Mg,1.183051,-389.698741,-390.070069,0.371328
8,Mg,Mg,1.294915,-392.243237,-392.573523,0.330285
9,Mg,Mg,1.40678,-394.076916,-394.402721,0.325806
10,Mg,Mg,1.518644,-395.38101,-395.706693,0.325683
11,Mg,Mg,1.630508,-396.309254,-396.636211,0.326957
12,Mg,Mg,1.742373,-396.973197,-397.301933,0.328736
13,Mg,Mg,1.854237,-397.451732,-397.782349,0.330617
14,Mg,Mg,1.966102,-397.800181,-398.132573,0.332393
15,Mg,Mg,2.077966,-398.057199,-398.391166,0.333967
16,Mg,Mg,2.189831,-398.24976,-398.58507,0.33531
17,Mg,Mg,2.301695,-398.396658,-398.733088,0.336431
18,Mg,Mg,2.413559,-398.510968,-398.84833,0.337361
19,Mg,Mg,2.525424,-398.601771,-398.939925,0.338153
20,Mg,Mg,2.637288,-398.675367,-399.014257,0.338891
21,Mg,Mg,2.749153,-398.736127,-399.075847,0.33972
22,Mg,Mg,2.861017,-398.787094,-399.128018,0.340924
23,Mg,Mg,2.972881,-398.830389,-399.173504,0.343114
24,Mg,Mg,3.084746,-398.867503,-399.215283,0.34778
25,Mg,Mg,3.19661,-398.899487,-399.258214,0.358726
26,Mg,Mg,3.308475,-398.927103,-399.310628,0.383525
0,Al,H,0.4,-230.994663,-231.20168,0.207016
1,Al,H,0.511864,-235.30961,-235.51632,0.20671
2,Al,H,0.623729,-237.619674,-237.825831,0.206157
3,Al,H,0.735593,-238.974912,-239.180036,0.205124
4,Al,H,0.847458,-239.839733,-240.043433,0.2037
5,Al,H,0.959322,-240.438037,-240.640052,0.202014
6,Al,H,1.071186,-240.880651,-241.080804,0.200153
7,Al,H,1.183051,-241.222376,-241.42058,0.198204
8,Al,H,1.294915,-241.49153,-241.687837,0.196307
9,Al,H,1.40678,-241.704847,-241.899437,0.19459
10,Al,H,1.518644,-241.873971,-242.067088,0.193118
11,Al,H,1.630508,-242.00786,-242.199756,0.191896
12,Al,H,1.742373,-242.113636,-242.304539,0.190903
13,Al,H,1.854237,-242.196974,-242.387084,0.19011
14,Al,H,1.966102,-242.262388,-242.451874,0.189486
15,Al,H,2.077966,-242.313467,-242.502474,0.189007
16,Al,H,2.189831,-242.353065,-242.541719,0.188654
17,Al,H,2.301695,-242.38346,-242.571871,0.188411
18,Al,H,2.413559,-242.406473,-242.594742,0.188269
19,Al,H,2.525424,-242.423563,-242.611784,0.188222
20,Al,H,2.637288,-242.435904,-242.624166,0.188262
21,Al,H,2.749153,-242.444442,-242.632828,0.188386
22,Al,H,2.861017,-242.44994,-242.63853,0.18859
23,Al,H,2.972881,-242.453015,-242.641886,0.18887
24,Al,H,3.084746,-242.454169,-242.643391,0.189222
25,Al,H,3.19661,-242.453805,-242.643447,0.189642
26,Al,H,3.308475,-242.452253,-242.642378,0.190125
27,Al,H,3.420339,-242.449777,-242.640445,0.190668
28,Al,H,3.532203,-242.446594,-242.637859,0.191265
29,Al,H,3.644068,-242.442875,-242.63479,0.191914
30,Al,H,3.755932,-242.43876,-242.631371,0.192611
31,Al,H,3.867797,-242.434359,-242.627711,0.193353
32,Al,H,3.979661,-242.429759,-242.623895,0.194137
33,Al,H,4.091525,-242.42503,-242.61999,0.194961
34,Al,H,4.20339,-242.420225,-242.616048,0.195822
35,Al,H,4.315254,-242.415389,-242.61211,0.196721
36,Al,H,4.427119,-242.410552,-242.608209,0.197657
37,Al,H,4.538983,-242.40574,-242.604369,0.198629
38,Al,H,4.650847,-242.400973,-242.60061,0.199638
39,Al,H,4.762712,-242.396264,-242.596948,0.200685
40,Al,H,4.874576,-242.391624,-242.593396,0.201772
41,Al,H,4.986441,-242.387062,-242.589964,0.202901
42,Al,H,5.098305,-242.382584,-242.586659,0.204075
43,Al,H,5.210169,-242.378194,-242.58349,0.205296
44,Al,H,5.322034,-242.373894,-242.580461,0.206567
45,Al,H,5.433898,-242.369687,-242.577578,0.207891
46,Al,H,5.545763,-242.365574,-242.574845,0.209271
47,Al,H,5.657627,-242.361556,-242.572266,0.210711
48,Al,H,5.769492,-242.357632,-242.569844,0.212212
49,Al,H,5.881356,-242.353803,-242.567581,0.213778
50,Al,H,5.99322,-242.350068,-242.565479,0.215411
51,Al,H,6.105085,-242.346425,-242.563539,0.217114
52,Al,H,6.216949,-242.342875,-242.561764,0.218888
53,Al,H,6.328814,-242.339416,-242.560152,0.220736
54,Al,H,6.440678,-242.336046,-242.558703,0.222657
55,Al,H,6.552542,-242.332765,-242.557418,0.224653
56,Al,H,6.664407,-242.32957,-242.556294,0.226725
57,Al,H,6.776271,-242.32646,-242.55533,0.22887
58,Al,H,6.888136,-242.323433,-242.554522,0.231089
59,Al,H,7,-242.320488,-242.553868,0.23338
0,Al,C,0.4,-214.217507,-214.559751,0.342245
1,Al,C,0.511864,-238.445992,-238.780487,0.334495
2,Al,C,0.623729,-252.745024,-253.07027,0.325246
3,Al,C,0.735593,-261.609117,-261.92891,0.319794
4,Al,C,0.847458,-267.230341,-267.545079,0.314738
5,Al,C,0.959322,-270.885328,-271.195125,0.309797
6,Al,C,1.071186,-273.315085,-273.621922,0.306838
7,Al,C,1.183051,-274.956446,-275.262381,0.305935
8,Al,C,1.294915,-276.085412,-276.391577,0.306165
9,Al,C,1.40678,-276.881545,-277.188315,0.30677
10,Al,C,1.518644,-277.460863,-277.76826,0.307397
11,Al,C,1.630508,-277.897632,-278.205663,0.308031
12,Al,C,1.742373,-278.238475,-278.547331,0.308856
13,Al,C,1.854237,-278.511529,-278.821583,0.310054
14,Al,C,1.966102,-278.733058,-279.044722,0.311664
15,Al,C,2.077966,-278.912596,-279.226215,0.313619
16,Al,C,2.189831,-279.022004,-279.362319,0.340314
17,Al,C,2.301695,-279.150333,-279.496606,0.346273
18,Al,C,2.413559,-279.252365,-279.603379,0.351013
19,Al,C,2.525424,-279.332348,-279.686908,0.35456
20,Al,C,2.637288,-279.394146,-279.75122,0.357074
21,Al,C,2.749153,-279.441151,-279.799885,0.358733
22,Al,C,2.861017,-279.476259,-279.835944,0.359686
23,Al,C,2.972881,-279.501888,-279.861933,0.360045
24,Al,C,3.084746,-279.578159,-279.873983,0.295824
25,Al,C,3.19661,-279.59094,-279.885497,0.294557
26,Al,C,3.308475,-279.466677,-279.802354,0.335677
27,Al,C,3.420339,-279.544362,-279.901606,0.357244
28,Al,C,3.532203,-279.546349,-279.902236,0.355887
0,Al,F,0.4,-246.928577,-247.351778,0.423201
1,Al,F,0.511864,-284.117968,-284.541944,0.423976
2,Al,F,0.623729,-305.100818,-305.50656,0.405742
3,Al,F,0.735593,-317.451009,-317.847073,0.396064
4,Al,F,0.847458,-324.968772,-325.363145,0.394373
5,Al,F,0.959322,-329.687537,-330.110897,0.42336
6,Al,F,1.071186,-332.731924,-333.128251,0.396327
7,Al,F,1.183051,-334.750886,-335.148799,0.397913
0,Al,Al,0.4,-354.417572,-354.812893,0.395321
1,Al,Al,0.511864,-406.443857,-406.83722,0.393363
2,Al,Al,0.623729,-433.872039,-434.270763,0.398724
3,Al,Al,0.735593,-449.324606,-449.731729,0.407123
4,Al,Al,0.847458,-458.487423,-458.904719,0.417295
5,Al,Al,0.959322,-464.468091,-464.98097,0.512879
6,Al,Al,1.071186,-469.863257,-470.24937,0.386113
7,Al,Al,1.183051,-473.763329,-474.135299,0.37197
8,Al,Al,1.294915,-476.460286,-476.828363,0.368077
9,Al,Al,1.40678,-478.328518,-478.695915,0.367397
10,Al,Al,1.518644,-479.634224,-480.002272,0.368049
11,Al,Al,1.630508,-480.559197,-480.928564,0.369367
12,Al,Al,1.742373,-481.225832,-481.59689,0.371058
13,Al,Al,1.854237,-481.716018,-482.088926,0.372908
14,Al,Al,1.966102,-482.084352,-482.459126,0.374773
15,Al,Al,2.077966,-482.367238,-482.743815,0.376577
16,Al,Al,2.189831,-482.589073,-482.967384,0.378312
17,Al,Al,2.301695,-482.766341,-483.146398,0.380057
18,Al,Al,2.413559,-482.910279,-483.292294,0.382015
19,Al,Al,2.525424,-483.028592,-483.413146,0.384554
20,Al,Al,2.637288,-483.126609,-483.514928,0.388319
21,Al,Al,2.749153,-483.208055,-483.602593,0.394538
22,Al,Al,2.861017,-483.275613,-483.681223,0.405611
23,Al,Al,2.972881,-483.331295,-483.756916,0.42562
24,Al,Al,3.084746,-483.376708,-483.836058,0.459351
25,Al,Al,3.19661,-483.413194,-483.800994,0.387801
26,Al,Al,3.308475,-483.441924,-483.828117,0.386193
27,Al,Al,3.420339,-483.463936,-483.85044,0.386505
28,Al,Al,3.532203,-483.480158,-483.868007,0.387848
29,Al,Al,3.644068,-483.634766,-484.050602,0.415837
30,Al,Al,3.755932,-483.655047,-484.069503,0.414455
31,Al,Al,3.867797,-483.671502,-484.084548,0.413046
32,Al,Al,3.979661,-483.684708,-484.096327,0.411618
33,Al,Al,4.091525,-483.695172,-484.087843,0.392671
34,Al,Al,4.20339,-483.703331,-484.095313,0.391982
35,Al,Al,4.315254,-483.709564,-484.100871,0.391308
36,Al,Al,4.427119,-483.714195,-484.104855,0.39066
37,Al,Al,4.538983,-483.717503,-484.107553,0.39005
38,Al,Al,4.650847,-483.719723,-484.109214,0.389491
39,Al,Al,4.762712,-483.721056,-484.110048,0.388992
40,Al,Al,4.874576,-483.721669,-484.110233,0.388564
41,Al,Al,4.986441,-483.721703,-484.109918,0.388215
42,Al,Al,5.098305,-483.721276,-484.119749,0.398472
43,Al,Al,5.210169,-483.720486,-484.117977,0.397491
44,Al,Al,5.322034,-483.719411,-484.116018,0.396607
45,Al,Al,5.433898,-483.718117,-484.105841,0.387724
46,Al,Al,5.545763,-483.716658,-484.104499,0.387841
47,Al,Al,5.657627,-483.715074,-484.103129,0.388054
48,Al,Al,5.769492,-483.713401,-484.101762,0.38836
49,Al,Al,5.881356,-483.711667,-484.105497,0.393831
50,Al,Al,5.99322,-483.709891,-484.099128,0.389236
51,Al,Al,6.105085,-483.708093,-484.09789,0.389797
52,Al,Al,6.216949,-483.706284,-484.096718,0.390434
53,Al,Al,6.328814,-483.704477,-484.095619,0.391142
54,Al,Al,6.440678,-483.702679,-484.094596,0.391917
55,Al,Al,6.552542,-483.700897,-484.093651,0.392754
56,Al,Al,6.664407,-483.699136,-484.092786,0.39365
57,Al,Al,6.776271,-483.697399,-484.092001,0.394602
58,Al,Al,6.888136,-483.695691,-484.091295,0.395604
59,Al,Al,7,-483.694013,-484.090666,0.396654
0,Si,H,0.4,-277.157838,-277.374965,0.217127
1,Si,H,0.511864,-281.698587,-281.915609,0.217022
2,Si,H,0.623729,-284.138904,-284.355635,0.216731
3,Si,H,0.735593,-285.597538,-285.813396,0.215858
4,Si,H,0.847458,-286.559,-286.77335,0.21435
5,Si,H,0.959322,-287.245779,-287.458096,0.212317
6,Si,H,1.071186,-287.761514,-287.971539,0.210025
7,Si,H,1.183051,-288.157525,-288.365322,0.207797
8,Si,H,1.294915,-288.463678,-288.669527,0.205849
9,Si,H,1.40678,-288.700533,-288.904786,0.204252
10,Si,H,1.518644,-288.883528,-289.086513,0.202984
11,Si,H,1.630508,-289.024559,-289.226552,0.201994
12,Si,H,1.742373,-289.132853,-289.334082,0.201229
13,Si,H,1.854237,-289.215589,-289.416241,0.200652
14,Si,H,1.966102,-289.278355,-289.478592,0.200237
15,Si,H,2.077966,-289.32551,-289.525479,0.199968
16,Si,H,2.189831,-289.360452,-289.560291,0.199839
17,Si,H,2.301695,-289.385834,-289.585682,0.199848
18,Si,H,2.413559,-289.403736,-289.60373,0.199994
19,Si,H,2.525424,-289.415789,-289.616067,0.200278
20,Si,H,2.637288,-289.423275,-289.623977,0.200702
21,Si,H,2.749153,-289.427206,-289.628469,0.201263
22,Si,H,2.861017,-289.428382,-289.630338,0.201956
23,Si,H,2.972881,-289.427433,-289.630209,0.202776
24,Si,H,3.084746,-289.424858,-289.628572,0.203714
25,Si,H,3.19661,-289.42105,-289.625812,0.204761
26,Si,H,3.308475,-289.416323,-289.622231,0.205908
27,Si,H,3.420339,-289.410924,-289.618069,0.207144
28,Si,H,3.532203,-289.405055,-289.613511,0.208456
29,Si,H,3.644068,-289.398886,-289.608705,0.20982
30,Si,H,3.755932,-289.392595,-289.603764,0.21117
31,Si,H,3.867797,-289.386479,-289.598758,0.212279
0,Si,C,0.4,-256.314712,-256.683119,0.368407
1,Si,C,0.511864,-282.700409,-283.062686,0.362277
2,Si,C,0.623729,-298.142789,-298.497055,0.354265
3,Si,C,0.735593,-307.64202,-307.986739,0.344718
4,Si,C,0.847458,-313.632445,-313.970487,0.338042
5,Si,C,0.959322,-317.475941,-317.810937,0.334996
6,Si,C,1.071186,-319.990273,-320.324888,0.334615
7,Si,C,1.183051,-321.678142,-322.013982,0.33584
8,Si,C,1.294915,-322.848436,-323.18638,0.337944
9,Si,C,1.40678,-323.691457,-324.032122,0.340665
10,Si,C,1.518644,-324.324406,-324.66858,0.344174
11,Si,C,1.630508,-324.818049,-325.166843,0.348794
12,Si,C,1.742373,-325.213109,-325.567682,0.354573
13,Si,C,1.854237,-325.531982,-325.893133,0.361151
14,Si,C,1.966102,-325.787752,-326.155803,0.36805
15,Si,C,2.077966,-325.989929,-326.364829,0.3749
16,Si,C,2.189831,-326.14688,-326.52834,0.381459
17,Si,C,2.301695,-326.266331,-326.653911,0.38758
18,Si,C,2.413559,-326.355231,-326.748425,0.393194
19,Si,C,2.525424,-326.419611,-326.817905,0.398294
20,Si,C,2.637288,-326.464554,-326.867467,0.402913
21,Si,C,2.749153,-326.494261,-326.901369,0.407108
22,Si,C,2.861017,-326.512155,-326.923102,0.410946
23,Si,C,2.972881,-326.521003,-326.935501,0.414498
24,Si,C,3.084746,-326.523019,-326.940848,0.417829
25,Si,C,3.19661,-326.519965,-326.940968,0.421003
26,Si,C,3.308475,-326.513234,-326.937308,0.424074
27,Si,C,3.420339,-326.503914,-326.931006,0.427093
28,Si,C,3.532203,-326.49285,-326.922953,0.430103
29,Si,C,3.644068,-326.480689,-326.913838,0.433149
30,Si,C,3.755932,-326.467919,-326.904193,0.436274
31,Si,C,3.867797,-326.454899,-326.894425,0.439526
32,Si,C,3.979661,-326.441889,-326.884849,0.44296
33,Si,C,4.091525,-326.429072,-326.875709,0.446637
34,Si,C,4.20339,-326.41657,-326.867196,0.450626
35,Si,C,4.315254,-326.404459,-326.85946,0.455001
36,Si,C,4.427119,-326.392785,-326.852623,0.459838
37,Si,C,4.538983,-326.38157,-326.846779,0.465209
38,Si,C,4.650847,-326.370819,-326.841997,0.471178
39,Si,C,4.762712,-326.360528,-326.838321,0.477793
40,Si,C,4.874576,-326.350686,-326.835763,0.485078
41,Si,C,4.986441,-326.341279,-326.834302,0.493022
42,Si,C,5.098305,-326.332292,-326.833874,0.501582
43,Si,C,5.210169,-326.323707,-326.834385,0.510678
44,Si,C,5.322034,-326.315508,-326.835709,0.520201
45,Si,C,5.433898,-326.307678,-326.837705,0.530026
46,Si,C,5.545763,-326.300202,-326.840225,0.540023
47,Si,C,5.657627,-326.293063,-326.843133,0.550069
48,Si,C,5.769492,-326.286248,-326.846302,0.560054
49,Si,C,5.881356,-326.279742,-326.849628,0.569886
50,Si,C,5.99322,-326.273532,-326.853025,0.579493
51,Si,C,6.105085,-326.267604,-326.856425,0.588821
52,Si,C,6.216949,-326.261947,-326.859777,0.597831
53,Si,C,6.328814,-326.256547,-326.863044,0.606497
54,Si,C,6.440678,-326.251393,-326.8662,0.614807
55,Si,C,6.552542,-326.246475,-326.869227,0.622752
56,Si,C,6.664407,-326.24178,-326.872114,0.630334
57,Si,C,6.776271,-326.237299,-326.874856,0.637557
58,Si,C,6.888136,-326.233021,-326.877451,0.644429
59,Si,C,7,-326.228937,-326.8799,0.650962
0,Si,N,0.4,-262.42816,-262.814045,0.385885
1,Si,N,0.511864,-293.521687,-293.902822,0.381135
2,Si,N,0.623729,-311.411862,-311.782029,0.370167
3,Si,N,0.735593,-322.15298,-322.510986,0.358006
4,Si,N,0.847458,-328.821788,-329.172512,0.350724
5,Si,N,0.959322,-333.072924,-333.421684,0.34876
6,Si,N,1.071186,-335.842628,-336.192355,0.349727
7,Si,N,1.183051,-337.699825,-338.051589,0.351764
8,Si,N,1.294915,-338.993282,-339.347709,0.354427
9,Si,N,1.40678,-339.935919,-340.294534,0.358615
10,Si,N,1.518644,-340.655713,-341.021785,0.366072
11,Si,N,1.630508,-341.327246,-341.697965,0.370719
12,Si,N,1.742373,-341.844989,-342.215524,0.370535
13,Si,N,1.854237,-342.24631,-342.617512,0.371202
14,Si,N,1.966102,-342.551689,-342.924471,0.372783
15,Si,N,2.077966,-342.780195,-343.155388,0.375192
0,Si,O,0.4,-272.69787,-273.117967,0.420097
1,Si,O,0.511864,-308.387927,-308.800029,0.412102
2,Si,O,0.623729,-328.575459,-328.971644,0.396185
3,Si,O,0.735593,-340.498195,-340.88279,0.384595
4,Si,O,0.847458,-347.803742,-348.184431,0.380689
5,Si,O,0.959322,-352.407483,-352.820555,0.413072
6,Si,O,1.071186,-355.39015,-355.774991,0.384841
7,Si,O,1.183051,-357.392731,-357.780776,0.388045
8,Si,O,1.294915,-358.801004,-359.195106,0.394102
9,Si,O,1.40678,-359.861341,-360.283769,0.422428
10,Si,O,1.518644,-360.91433,-361.331897,0.417567
11,Si,O,1.630508,-361.736468,-362.149095,0.412627
12,Si,O,1.742373,-362.353794,-362.76406,0.410267
13,Si,O,1.854237,-362.807756,-363.217753,0.409997
14,Si,O,1.966102,-363.137042,-363.548229,0.411187
15,Si,O,2.077966,-363.372869,-363.786317,0.413448
16,Si,O,2.189831,-363.53912,-363.95566,0.416541
17,Si,O,2.301695,-363.653671,-364.073975,0.420304
18,Si,O,2.413559,-363.72983,-364.154446,0.424617
19,Si,O,2.525424,-363.777516,-364.206905,0.429389
20,Si,O,2.637288,-363.804154,-364.238713,0.434559
21,Si,O,2.749153,-363.815317,-364.255403,0.440086
22,Si,O,2.861017,-363.815196,-364.26114,0.445945
23,Si,O,2.972881,-363.806941,-364.259059,0.452118
24,Si,O,3.084746,-363.792926,-364.251515,0.458589
25,Si,O,3.19661,-363.77494,-364.24028,0.46534
26,Si,O,3.308475,-363.754332,-364.22668,0.472348
27,Si,O,3.420339,-363.732124,-364.211708,0.479584
28,Si,O,3.532203,-363.70909,-364.196104,0.487013
29,Si,O,3.644068,-363.685826,-364.180422,0.494596
30,Si,O,3.755932,-363.662805,-364.165093,0.502289
31,Si,O,3.867797,-363.640444,-364.150511,0.510067
32,Si,O,3.979661,-363.619181,-364.137196,0.518015
33,Si,O,4.091525,-363.599561,-364.126179,0.526618
34,Si,O,4.20339,-363.582174,-364.119195,0.537021
35,Si,O,4.315254,-363.567299,-364.117603,0.550303
36,Si,O,4.427119,-363.55476,-364.121729,0.566969
37,Si,O,4.538983,-363.544179,-364.131655,0.587476
38,Si,O,4.650847,-363.535186,-364.147571,0.612385
39,Si,O,4.762712,-363.527477,-364.169567,0.642089
40,Si,O,4.874576,-363.520814,-363.92646,0.405646
41,Si,O,4.986441,-363.515012,-363.92218,0.407168
42,Si,O,5.098305,-363.509927,-363.918034,0.408106
43,Si,O,5.210169,-363.50545,-363.913965,0.408515
44,Si,O,5.322034,-363.501489,-363.909954,0.408465
45,Si,O,5.433898,-363.497974,-363.906006,0.408032
46,Si,O,5.545763,-363.494846,-363.90214,0.407293
47,Si,O,5.657627,-363.492058,-363.898381,0.406324
48,Si,O,5.769492,-363.489567,-363.894758,0.40519
49,Si,O,5.881356,-363.487341,-363.891297,0.403956
50,Si,O,5.99322,-363.485349,-363.888022,0.402674
51,Si,O,6.105085,-363.483565,-363.884955,0.40139
52,Si,O,6.216949,-363.481967,-363.882112,0.400145
53,Si,O,6.328814,-363.480534,-363.879504,0.39897
54,Si,O,6.440678,-363.47925,-363.877137,0.397888
55,Si,O,6.552542,-363.478098,-363.875014,0.396916
56,Si,O,6.664407,-363.477064,-363.87313,0.396066
57,Si,O,6.776271,-363.476137,-363.871476,0.39534
58,Si,O,6.888136,-363.475304,-363.87004,0.394736
59,Si,O,7,-363.474557,-363.868806,0.39425
0,Si,F,0.4,-287.635128,-288.065089,0.429961
1,Si,F,0.511864,-327.735679,-328.144094,0.408416
2,Si,F,0.623729,-350.003283,-350.395309,0.392026
3,Si,F,0.735593,-362.975025,-363.362155,0.387131
4,Si,F,0.847458,-370.816112,-371.205539,0.389427
5,Si,F,0.959322,-375.709162,-376.10288,0.393717
6,Si,F,1.071186,-378.868853,-379.267402,0.398548
7,Si,F,1.183051,-381.002044,-381.410891,0.408846
8,Si,F,1.294915,-382.648166,-383.080481,0.432315
9,Si,F,1.40678,-384.21277,-384.628772,0.416002
10,Si,F,1.518644,-385.399614,-385.808251,0.408637
11,Si,F,1.630508,-386.266878,-386.673091,0.406213
12,Si,F,1.742373,-386.892764,-387.298873,0.406109
13,Si,F,1.854237,-387.342335,-387.749542,0.407207
14,Si,F,1.966102,-387.664434,-388.073409,0.408974
15,Si,F,2.077966,-387.894563,-388.305671,0.411108
16,Si,F,2.189831,-388.058228,-388.471631,0.413403
17,Si,F,2.301695,-388.173714,-388.589425,0.41571
18,Si,F,2.413559,-388.254167,-388.672094,0.417927
19,Si,F,2.525424,-388.309084,-388.729079,0.419995
20,Si,F,2.637288,-388.345368,-388.767257,0.421889
21,Si,F,2.749153,-388.36806,-388.791665,0.423606
22,Si,F,2.861017,-388.380855,-388.806009,0.425154
23,Si,F,2.972881,-388.386476,-388.813026,0.42655
24,Si,F,3.084746,-388.386935,-388.814744,0.427809
25,Si,F,3.19661,-388.383718,-388.812667,0.428949
26,Si,F,3.308475,-388.377921,-388.807911,0.42999
27,Si,F,3.420339,-388.370349,-388.801297,0.430948
28,Si,F,3.532203,-388.361593,-388.793431,0.431838
29,Si,F,3.644068,-388.352082,-388.784758,0.432676
30,Si,F,3.755932,-388.342128,-388.7756,0.433472
31,Si,F,3.867797,-388.331958,-388.766195,0.434237
32,Si,F,3.979661,-388.321738,-388.756717,0.43498
33,Si,F,4.091525,-388.311587,-388.747293,0.435706
34,Si,F,4.20339,-388.301592,-388.738017,0.436425
35,Si,F,4.315254,-388.291817,-388.728957,0.43714
36,Si,F,4.427119,-388.282308,-388.720161,0.437853
37,Si,F,4.538983,-388.273116,-388.711627,0.438511
0,Si,Si,0.4,-431.176312,-431.623056,0.446743
1,Si,Si,0.511864,-489.681421,-490.121504,0.440082
2,Si,Si,0.623729,-520.12465,-520.564391,0.439741
3,Si,Si,0.735593,-537.125263,-537.571513,0.44625
4,Si,Si,0.847458,-547.857423,-548.359838,0.502415
5,Si,Si,0.959322,-556.910796,-557.368643,0.457847
6,Si,Si,1.071186,-563.011146,-563.457516,0.44637
7,Si,Si,1.183051,-567.104561,-567.545389,0.440828
8,Si,Si,1.294915,-569.882669,-570.320298,0.437628
9,Si,Si,1.40678,-571.80408,-572.239718,0.435638
10,Si,Si,1.518644,-573.164628,-573.599122,0.434494
11,Si,Si,1.630508,-574.153287,-574.587374,0.434087
12,Si,Si,1.742373,-574.890702,-575.32504,0.434338
13,Si,Si,1.854237,-575.454489,-575.889657,0.435168
14,Si,Si,1.966102,-575.895339,-576.331851,0.436512
15,Si,Si,2.077966,-576.24688,-576.685208,0.438328
16,Si,Si,2.189831,-576.531635,-576.972197,0.440562
17,Si,Si,2.301695,-576.764754,-577.207882,0.443128
18,Si,Si,2.413559,-576.956536,-577.402446,0.44591
19,Si,Si,2.525424,-577.114227,-577.563002,0.448775
20,Si,Si,2.637288,-577.24324,-577.694836,0.451596
21,Si,Si,2.749153,-577.347917,-577.802189,0.454271
22,Si,Si,2.861017,-577.431935,-577.888673,0.456738
23,Si,Si,2.972881,-577.498495,-577.957465,0.45897
24,Si,Si,3.084746,-577.550408,-578.011376,0.460968
25,Si,Si,3.19661,-577.590128,-578.052881,0.462754
26,Si,Si,3.308475,-577.61978,-578.084139,0.464359
27,Si,Si,3.420339,-577.641185,-578.107007,0.465822
28,Si,Si,3.532203,-577.65589,-578.123073,0.467183
29,Si,Si,3.644068,-577.665201,-578.133679,0.468478
30,Si,Si,3.755932,-577.670209,-578.139953,0.469745
31,Si,Si,3.867797,-577.671823,-578.142839,0.471017
32,Si,Si,3.979661,-577.670795,-578.143118,0.472324
33,Si,Si,4.091525,-577.667741,-578.141434,0.473693
34,Si,Si,4.20339,-577.663164,-578.138311,0.475147
35,Si,Si,4.315254,-577.65747,-578.134174,0.476704
36,Si,Si,4.427119,-577.650982,-578.129361,0.478379
37,Si,Si,4.538983,-577.643957,-578.124139,0.480182
38,Si,Si,4.650847,-577.636594,-578.118717,0.482123
39,Si,Si,4.762712,-577.62905,-578.113259,0.484209
40,Si,Si,4.874576,-577.621441,-578.107892,0.486451
41,Si,Si,4.986441,-577.613855,-578.102714,0.48886
42,Si,Si,5.098305,-577.606357,-578.097808,0.491451
43,Si,Si,5.210169,-577.598994,-578.093238,0.494244
44,Si,Si,5.322034,-577.591798,-578.089059,0.497261
45,Si,Si,5.433898,-577.584792,-578.085318,0.500526
46,Si,Si,5.545763,-577.57799,-578.082054,0.504064
47,Si,Si,5.657627,-577.5714,-578.079297,0.507897
48,Si,Si,5.769492,-577.565025,-578.077068,0.512043
49,Si,Si,5.881356,-577.558867,-578.075378,0.516511
50,Si,Si,5.99322,-577.552922,-578.074225,0.521303
51,Si,Si,6.105085,-577.547189,-578.073595,0.526407
52,Si,Si,6.216949,-577.541662,-578.07346,0.531799
53,Si,Si,6.328814,-577.536336,-578.073781,0.537445
54,Si,Si,6.440678,-577.531205,-578.07451,0.543304
55,Si,Si,6.552542,-577.526264,-578.075591,0.549327
56,Si,Si,6.664407,-577.521507,-578.076969,0.555461
57,Si,Si,6.776271,-577.516927,-578.078585,0.561657
58,Si,Si,6.888136,-577.512519,-578.080386,0.567867
